Net_Metrekare,Brüt_Metrekare,Oda_Sayısı,Bulunduğu_Kat,Eşya_Durumu,Binanın_Yaşı,Fiyat,Şehir,Binanın_Kat_Sayısı,Yatırıma_Uygunluk,Takas,Banyo_Sayısı,Oda_Buyuklugu,Banyo_Orani,Isıtma_Tipi_Doğalgaz Sobalı,Isıtma_Tipi_Güneş Enerjisi,Isıtma_Tipi_Isıtma Yok,Isıtma_Tipi_Jeotermal,Isıtma_Tipi_Kat Kaloriferi,Isıtma_Tipi_Klimalı,Isıtma_Tipi_Kombi Doğalgaz,Isıtma_Tipi_Merkezi (Pay Ölçer),Isıtma_Tipi_Merkezi Doğalgaz,Isıtma_Tipi_Merkezi Kömür,Isıtma_Tipi_Sobalı,Isıtma_Tipi_Yerden Isıtma,Isıtma_Tipi_Bilinmiyor,Kullanım_Durumu_Kiracı Oturuyor,Kullanım_Durumu_Mülk Sahibi Oturuyor,Kullanım_Durumu_Bilinmiyor,Tapu_Durumu_Bilinmiyor,Tapu_Durumu_Hisseli Tapu,Tapu_Durumu_Kat Mülkiyeti,Tapu_Durumu_Kat İrtifakı,Tapu_Durumu_Müstakil Tapulu,Tapu_Durumu_nan
90,100.0,3.0,0.0,0,0.0,1500000.0,bursa,3,0,0,1.0,30.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
140,150.0,4.0,4.0,1,21.0,3250000.0,bursa,5,0,0,1.0,35.0,0.25,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
50,60.0,3.0,3.0,2,0.0,2480000.0,bursa,4,1,2,1.0,16.666666666666668,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
145,160.0,4.0,2.0,0,0.0,3000000.0,bursa,5,1,0,2.0,36.25,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
70,75.0,3.0,2.0,1,21.0,1800000.0,bursa,4,0,2,1.0,23.333333333333332,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
60,70.0,3.0,0.0,2,4.0,1299000.0,bursa,4,1,2,1.0,20.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
137,145.0,4.0,1.0,0,13.0,2550000.0,bursa,4,1,0,1.0,34.25,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
130,140.0,4.0,2.0,1,21.0,2500000.0,bursa,4,1,2,1.0,32.5,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
141,157.0,4.0,3.0,1,18.0,2840000.0,bursa,4,0,2,2.0,35.25,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
70,85.0,3.0,0.0,1,4.0,1299000.0,bursa,3,0,2,1.0,23.333333333333332,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
125,135.0,4.0,2.0,1,18.0,3150000.0,bursa,7,0,2,1.0,31.25,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
115,120.0,4.0,0.0,1,21.0,2740000.0,bursa,5,0,2,1.0,28.75,0.25,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
165,180.0,4.0,2.0,1,0.0,3500000.0,bursa,2,0,2,2.0,41.25,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
80,85.0,3.0,3.0,1,21.0,1870000.0,bursa,5,1,2,1.0,26.666666666666668,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
65,75.0,3.0,1.0,2,7.5,1789000.0,bursa,5,1,2,1.0,21.666666666666668,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
180,230.0,6.0,5.0,1,7.5,3600000.0,bursa,5,1,1,2.0,30.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
100,115.0,3.0,2.0,0,21.0,1030000.0,bursa,4,0,0,1.0,33.333333333333336,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
90,110.0,3.0,1.0,1,7.5,2360000.0,bursa,5,1,2,1.0,30.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
120,130.0,4.0,3.0,1,21.0,3990000.0,bursa,4,1,2,1.0,30.0,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
130,140.0,4.0,4.0,0,18.0,3150000.0,bursa,4,1,2,1.0,32.5,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
160,185.0,5.0,3.0,0,0.0,3600000.0,bursa,3,1,2,2.0,32.0,0.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
150,200.0,5.0,3.0,0,0.0,4350000.0,bursa,3,0,1,2.0,30.0,0.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
200,250.0,5.0,,1,13.0,5950000.0,bursa,3,0,0,2.0,40.0,0.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
245,260.0,9.0,,0,7.5,5500000.0,bursa,1,1,2,3.0,27.22222222222222,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
100,138.0,4.0,2.0,1,0.0,3500000.0,bursa,3,0,0,2.0,25.0,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
110,120.0,4.0,0.0,0,7.5,2975000.0,bursa,4,1,1,3.0,27.5,0.75,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
94,130.0,4.0,2.0,1,0.0,3250000.0,bursa,3,0,1,2.0,23.5,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
187,213.0,4.5,1.0,1,7.5,5900000.0,bursa,5,0,2,2.0,41.55555555555556,0.4444444444444444,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
70,90.0,3.0,2.0,0,1.0,2300000.0,bursa,5,1,0,1.0,23.333333333333332,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
131,186.0,5.0,3.0,1,0.0,4500000.0,bursa,3,0,1,2.0,26.2,0.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
210,235.0,4.0,,1,13.0,3750000.0,bursa,3,1,0,2.0,52.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
135,145.0,4.0,1.0,0,18.0,1640000.0,bursa,1,1,2,1.0,33.75,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
110,120.0,3.0,0.0,1,4.0,2240000.0,bursa,10,1,2,2.0,36.666666666666664,0.6666666666666666,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
85,115.0,3.0,1.0,1,0.0,3250000.0,bursa,3,1,1,1.0,28.333333333333332,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
240,265.0,5.0,4.0,1,3.0,5000000.0,bursa,4,0,0,3.0,48.0,0.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
118,134.0,4.0,1.0,0,3.0,4990000.0,bursa,8,0,2,2.0,29.5,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
75,85.0,3.0,2.0,1,0.0,2600000.0,bursa,7,0,2,1.0,25.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
40,47.0,4.0,,0,0.0,610000.0,bursa,1,0,0,5.0,32.5,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
75,100.0,3.0,1.0,2,7.5,1899000.0,bursa,3,0,1,1.0,25.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
60,75.0,2.0,2.0,2,4.0,1365000.0,bursa,4,0,2,1.0,30.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
85,115.0,3.0,5.0,1,21.0,990000.0,bursa,5,0,2,1.0,28.333333333333332,0.3333333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
130,145.0,4.0,4.0,2,2.0,4950000.0,bursa,5,0,1,2.0,32.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
110,120.0,4.0,1.0,1,7.5,2000000.0,bursa,2,0,2,1.0,27.5,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
119,152.0,4.0,1.0,1,2.0,3150000.0,bursa,5,0,2,2.0,29.75,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
100,110.0,3.0,1.0,1,0.0,2450000.0,bursa,3,1,1,1.0,33.333333333333336,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
95,120.0,3.0,1.0,1,1.0,1600000.0,bursa,4,0,1,2.0,31.666666666666668,0.6666666666666666,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
60,70.0,2.0,2.0,2,21.0,1350000.0,bursa,8,0,2,1.0,30.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
60,70.0,3.0,2.0,2,3.0,1425000.0,bursa,3,0,2,1.0,20.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
55,65.0,2.0,2.0,2,7.5,1335000.0,bursa,4,0,2,1.0,27.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
100,125.0,4.0,6.0,1,7.5,1900000.0,bursa,6,0,2,1.0,25.0,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
82,90.0,3.0,2.0,0,3.0,2600000.0,bursa,3,0,0,2.0,27.333333333333332,0.6666666666666666,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
150,153.0,4.0,3.0,1,4.0,3450000.0,bursa,4,1,2,2.0,37.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
120,140.0,4.0,4.0,1,21.0,4500000.0,bursa,7,0,2,1.0,30.0,0.25,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
80,100.0,3.0,2.0,1,2.0,1650000.0,bursa,3,0,2,1.0,26.666666666666668,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
140,160.0,4.0,0.0,1,7.5,2500000.0,bursa,4,0,1,2.0,35.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
130,145.0,4.0,2.0,1,1.0,2450000.0,bursa,3,0,2,1.0,32.5,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
105,120.0,4.0,3.0,1,0.0,2200000.0,bursa,3,0,2,1.0,26.25,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
85,95.0,3.0,5.0,0,21.0,2100000.0,bursa,6,0,0,1.0,28.333333333333332,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
129,140.0,4.0,2.0,0,0.0,2800000.0,bursa,3,0,1,1.0,32.25,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
40,47.0,2.0,0.0,2,0.0,1020000.0,bursa,4,0,1,1.0,15.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
110,120.0,3.0,5.0,0,21.0,1890000.0,bursa,5,0,0,1.0,36.666666666666664,0.3333333333333333,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
130,150.0,4.0,4.0,1,4.0,5100000.0,bursa,6,0,2,2.0,32.5,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
130,140.0,4.0,2.0,0,7.5,2600000.0,bursa,5,0,0,1.0,32.5,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
80,90.0,3.0,,1,7.5,1659000.0,bursa,5,0,2,1.0,26.666666666666668,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
75,90.0,3.0,1.0,2,7.5,1399000.0,bursa,4,0,2,1.0,25.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
85,95.0,4.0,3.0,1,21.0,1600000.0,bursa,5,0,2,1.0,21.25,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
120,135.0,4.0,1.0,1,0.0,4200000.0,bursa,8,0,2,2.0,30.0,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
239,240.0,8.0,,2,13.0,3850000.0,bursa,3,0,1,2.0,29.875,0.25,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
55,65.0,3.0,3.0,2,2.0,2000000.0,bursa,4,0,2,1.0,18.333333333333332,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
130,351.0,4.0,,1,7.5,2375000.0,bursa,2,0,1,1.0,32.5,0.25,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
65,78.0,2.0,4.0,2,3.0,3150000.0,bursa,7,0,2,1.0,32.5,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
105,120.0,4.0,0.0,1,13.0,2480000.0,bursa,6,0,2,1.0,26.25,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
258,270.0,6.0,5.0,1,7.5,9000000.0,bursa,6,0,1,2.0,43.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
195,225.0,5.0,8.0,1,4.0,6250000.0,bursa,8,0,2,2.0,39.0,0.4,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
160,200.0,5.0,3.0,1,7.5,3550000.0,bursa,3,0,2,2.0,32.0,0.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
115,132.0,4.5,3.0,1,7.5,2200000.0,bursa,3,0,2,1.0,25.555555555555557,0.2222222222222222,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
125,145.0,4.0,0.0,1,13.0,3350000.0,bursa,5,0,2,2.0,31.25,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
125,185.0,2.0,7.0,1,0.0,3750000.0,bursa,7,0,2,1.0,62.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
150,218.0,4.0,2.0,1,0.0,4450000.0,bursa,7,0,2,2.0,37.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
150,218.0,4.0,3.0,1,0.0,4750000.0,bursa,7,0,2,2.0,37.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
280,300.0,8.0,5.0,1,7.5,4000000.0,bursa,5,0,2,2.0,35.0,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
150,160.0,4.0,2.0,1,0.0,4200000.0,bursa,5,0,1,2.0,37.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
150,168.0,4.0,5.0,1,0.0,3500000.0,bursa,5,0,1,2.0,37.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
150,165.0,4.0,3.0,1,0.0,4300000.0,bursa,5,0,1,2.0,37.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
150,168.0,4.0,5.0,1,0.0,4350000.0,bursa,5,0,1,2.0,37.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
40,47.0,2.0,2.0,2,7.5,1065000.0,bursa,6,1,2,1.0,14.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
122,140.0,4.0,3.0,1,4.0,2590000.0,bursa,3,0,1,2.0,30.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
160,170.0,3.0,2.0,1,13.0,4350000.0,bursa,2,0,2,2.0,53.333333333333336,0.6666666666666666,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
100,110.0,3.0,2.0,1,4.0,4730000.0,bursa,2,0,2,2.0,33.333333333333336,0.6666666666666666,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
70,75.0,3.0,4.0,1,21.0,1200000.0,bursa,4,0,2,1.0,23.333333333333332,0.3333333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
110,120.0,4.0,0.0,1,13.0,3180000.0,bursa,3,0,2,1.0,27.5,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
75,100.0,3.0,1.0,1,0.0,2790000.0,bursa,3,0,1,2.0,25.0,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
150,180.0,6.0,4.0,1,21.0,3450000.0,bursa,4,0,2,1.0,25.0,0.16666666666666666,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
115,125.0,4.0,1.0,1,21.0,2675000.0,bursa,6,0,2,1.0,28.75,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
133,166.0,4.0,3.0,1,0.0,3100000.0,bursa,6,0,1,2.0,33.25,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
133,166.0,4.0,2.0,1,0.0,2850000.0,bursa,6,0,1,2.0,33.25,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
125,150.0,4.0,2.0,1,21.0,3150000.0,bursa,5,0,1,2.0,31.25,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
40,55.0,2.0,0.0,2,21.0,990000.0,bursa,8,0,2,1.0,20.0,0.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
115,125.0,3.0,1.0,0,18.0,4000000.0,bursa,2,0,0,1.0,38.333333333333336,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
105,115.0,4.0,,1,18.0,5100000.0,bursa,5,0,1,2.0,26.25,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
45,50.0,1.0,0.0,1,21.0,1050000.0,bursa,4,0,2,1.0,45.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,103.0,3.0,2.0,1,0.0,1850000.0,bursa,4,0,2,1.0,32.333333333333336,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
95,110.0,4.0,5.0,1,21.0,1220000.0,bursa,5,0,2,1.0,23.75,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
70,90.0,3.0,0.0,1,7.5,1550000.0,bursa,3,0,2,1.0,23.333333333333332,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
105,123.0,3.0,6.0,1,0.0,2800000.0,bursa,8,0,1,2.0,35.0,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
124,145.0,4.0,5.0,1,0.0,3250000.0,bursa,8,0,1,2.0,31.0,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
75,95.0,3.0,3.0,1,7.5,2500000.0,bursa,3,0,2,1.0,25.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
157,163.0,5.0,0.0,1,21.0,1750000.0,bursa,4,0,1,2.0,31.4,0.4,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
90,330.0,4.0,,1,21.0,3950000.0,bursa,2,0,1,1.0,22.5,0.25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
80,95.0,3.0,3.0,1,21.0,2100000.0,bursa,9,0,1,1.0,26.666666666666668,0.3333333333333333,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
115,125.0,4.0,1.0,1,7.5,2375000.0,bursa,4,0,2,1.0,28.75,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
55,70.0,2.0,3.0,1,7.5,995000.0,bursa,3,0,1,1.0,27.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
130,170.0,4.0,,1,18.0,4800000.0,bursa,2,0,1,2.0,32.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
205,230.0,5.0,,1,13.0,5850000.0,bursa,3,0,2,2.0,41.0,0.4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
80,105.0,3.0,3.0,1,21.0,1195000.0,bursa,5,0,2,1.0,26.666666666666668,0.3333333333333333,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
90,120.0,4.0,2.0,1,21.0,2150000.0,bursa,5,0,2,1.0,22.5,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
120,130.0,4.0,0.0,1,13.0,2850000.0,bursa,3,0,1,1.0,30.0,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
125,145.0,4.0,3.0,0,18.0,3495000.0,bursa,9,0,1,1.0,31.25,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
130,160.0,6.0,,1,21.0,1275000.0,bursa,2,0,1,2.0,21.666666666666668,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
210,300.0,5.0,2.0,1,21.0,4000000.0,bursa,9,0,1,3.0,42.0,0.6,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
190,210.0,5.0,3.0,1,4.0,4050000.0,bursa,3,0,1,2.0,38.0,0.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
450,500.0,4.0,,1,21.0,7500000.0,bursa,4,0,1,3.0,32.5,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
150,160.0,4.0,1.0,1,21.0,2100000.0,bursa,5,1,0,1.0,37.5,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
125,145.0,4.0,2.0,1,13.0,4400000.0,bursa,4,0,2,2.0,31.25,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
140,150.0,4.0,1.0,0,21.0,3650000.0,bursa,4,1,1,1.0,35.0,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
110,120.0,3.0,1.0,0,13.0,2300000.0,bursa,3,1,2,1.0,36.666666666666664,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
290,300.0,5.0,,0,18.0,7600000.0,bursa,3,1,2,2.0,58.0,0.4,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
145,150.0,4.0,6.0,0,7.5,4100000.0,bursa,7,1,2,2.0,36.25,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
210,220.0,4.0,,0,18.0,3650000.0,bursa,3,1,2,2.0,52.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
85,90.0,3.0,2.0,0,21.0,895000.0,bursa,5,0,0,1.0,28.333333333333332,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
85,100.0,3.0,0.0,1,7.5,1825000.0,bursa,5,0,2,1.0,28.333333333333332,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
199,249.0,5.0,,1,18.0,11940000.0,bursa,2,0,2,2.0,39.8,0.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
65,66.0,4.0,,0,2.0,19785000.000000037,bursa,4,0,2,5.0,32.5,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
270,400.0,6.0,,1,7.5,13100000.0,bursa,3,0,2,2.0,45.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
97,115.0,3.0,,0,0.0,2950000.0,bursa,3,0,0,1.0,32.333333333333336,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
95,100.0,4.0,0.0,1,21.0,1490000.0,bursa,7,1,2,1.0,23.75,0.25,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
140,145.0,4.0,1.0,0,7.5,3000000.0,bursa,4,1,2,1.0,35.0,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
300,420.0,7.0,,1,7.5,9950000.0,bursa,4,1,2,3.0,42.857142857142854,0.42857142857142855,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
125,175.0,4.0,5.0,1,0.0,5300000.0,bursa,10,0,0,2.0,31.25,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
140,160.0,5.0,2.0,1,7.5,4800000.0,bursa,3,0,0,2.0,28.0,0.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
55,66.0,3.0,1.0,2,0.0,2200000.0,bursa,6,0,2,1.0,18.333333333333332,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
