Net_Metrekare,Brüt_Metrekare,Oda_Sayısı,Bulunduğu_Kat,Eşya_Durumu,Binanın_Yaşı,Fiyat,Şehir,Binanın_Kat_Sayısı,Yatırıma_Uygunluk,Takas,Banyo_Sayısı,Oda_Buyuklugu,Banyo_Orani,Isıtma_Tipi_Doğalgaz Sobalı,Isıtma_Tipi_Güneş Enerjisi,Isıtma_Tipi_Isıtma Yok,Isıtma_Tipi_Jeotermal,Isıtma_Tipi_Kat Kaloriferi,Isıtma_Tipi_Klimalı,Isıtma_Tipi_Kombi Doğalgaz,Isıtma_Tipi_Merkezi (Pay Ölçer),Isıtma_Tipi_Merkezi Doğalgaz,Isıtma_Tipi_Merkezi Kömür,Isıtma_Tipi_Sobalı,Isıtma_Tipi_Yerden Isıtma,Isıtma_Tipi_Bilinmiyor,Kullanım_Durumu_Kiracı Oturuyor,Kullanım_Durumu_Mülk Sahibi Oturuyor,Kullanım_Durumu_Bilinmiyor,Tapu_Durumu_Bilinmiyor,Tapu_Durumu_Hisseli Tapu,Tapu_Durumu_Kat Mülkiyeti,Tapu_Durumu_Kat İrtifakı,Tapu_Durumu_Müstakil Tapulu,Tapu_Durumu_nan
97,107.0,3.0,3.0,0,0.0,1950000.0,eskisehir,3,0,0,1.0,32.333333333333336,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
180,200.0,5.0,3.0,0,0.0,3800000.0,eskisehir,3,0,0,2.0,36.0,0.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
100,105.0,3.0,1.0,0,0.0,2350000.0,eskisehir,3,0,0,1.0,33.333333333333336,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
110,117.0,3.0,3.0,0,0.0,2200000.0,eskisehir,3,0,0,1.0,36.666666666666664,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
340,350.0,4.0,0.0,0,0.0,9000000.0,eskisehir,1,0,0,2.0,32.5,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
160,180.0,4.0,3.0,0,0.0,3100000.0,eskisehir,3,0,0,2.0,40.0,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
54,67.0,2.0,2.0,0,0.0,1450000.0,eskisehir,3,0,0,1.0,27.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
170,180.0,4.0,3.0,0,0.0,2500000.0,eskisehir,3,0,0,1.0,42.5,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
135,145.0,4.0,2.0,1,0.0,2900000.0,eskisehir,3,1,0,1.0,33.75,0.25,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
80,95.0,3.0,3.0,1,3.0,2300000.0,eskisehir,4,1,0,1.0,26.666666666666668,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
110,120.0,4.0,3.0,1,4.0,2499000.0,eskisehir,3,1,0,1.0,27.5,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
120,130.0,4.0,3.0,1,0.0,2850000.0,eskisehir,3,0,0,2.0,30.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
80,90.0,3.0,3.0,0,21.0,1350000.0,eskisehir,3,0,0,1.0,26.666666666666668,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
105,115.0,3.0,1.0,0,0.0,2050000.0,eskisehir,3,1,2,1.0,35.0,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
220,240.0,5.0,3.0,0,0.0,4500000.0,eskisehir,3,0,0,1.0,44.0,0.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
150,170.0,5.0,3.0,0,0.0,2950000.0,eskisehir,3,0,0,1.0,30.0,0.2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
50,60.0,2.0,2.0,1,7.5,1025000.0,eskisehir,3,0,2,1.0,25.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
137,138.0,4.0,,0,21.0,2250000.0,eskisehir,3,0,1,5.0,32.5,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
137,155.0,4.0,2.0,1,0.0,3250000.0,eskisehir,3,0,2,2.0,34.25,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
140,200.0,5.0,2.0,1,0.0,5750000.0,eskisehir,3,0,2,1.0,28.0,0.2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
95,105.0,3.0,4.0,1,0.0,3750000.0,eskisehir,4,0,1,1.0,31.666666666666668,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
120,135.0,4.0,2.0,1,7.5,2315000.0,eskisehir,3,1,0,2.0,30.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
122,135.0,4.0,1.0,0,0.0,2600000.0,eskisehir,3,0,0,2.0,30.5,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
145,155.0,4.0,2.0,1,0.0,3850000.0,eskisehir,3,1,2,1.0,36.25,0.25,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
120,130.0,4.0,1.0,0,0.0,3600000.0,eskisehir,3,0,0,2.0,30.0,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
50,55.0,2.0,4.0,1,3.0,3500000.0,eskisehir,4,0,1,1.0,25.0,0.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
170,185.0,4.0,2.0,0,0.0,3500000.0,eskisehir,3,0,0,2.0,42.5,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
120,137.0,4.0,2.0,0,0.0,2700000.0,eskisehir,3,0,0,2.0,30.0,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
150,170.0,4.0,3.0,0,0.0,4600000.0,eskisehir,3,0,0,2.0,37.5,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
190,202.0,5.0,1.0,0,0.0,8500000.0,eskisehir,4,0,2,2.0,38.0,0.4,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
110,120.0,4.0,1.0,0,0.0,2500000.0,eskisehir,3,0,0,2.0,27.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
170,180.0,4.0,2.0,0,0.0,6250000.0,eskisehir,3,0,0,2.0,42.5,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
160,200.0,4.0,3.0,0,0.0,5950000.0,eskisehir,3,0,0,2.0,40.0,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
220,250.0,5.0,,0,7.5,9985000.0,eskisehir,2,0,2,2.0,44.0,0.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
125,135.0,4.0,2.0,0,0.0,2600000.0,eskisehir,3,0,0,2.0,31.25,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
120,125.0,3.0,3.0,1,7.5,3500000.0,eskisehir,4,0,2,2.0,40.0,0.6666666666666666,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
125,135.0,4.0,1.0,0,0.0,2450000.0,eskisehir,3,0,0,2.0,31.25,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
40,60.0,2.0,3.0,0,7.5,1150000.0,eskisehir,3,0,0,1.0,20.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
100,115.0,3.0,3.0,0,7.5,2350000.0,eskisehir,3,0,0,1.0,33.333333333333336,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
150,165.0,4.0,9.0,0,4.0,2500000.0,gaziantep,12,0,0,2.0,37.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
100,120.0,4.0,,0,18.0,2700000.0,gaziantep,2,0,0,1.0,25.0,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
100,120.0,3.0,2.0,0,7.5,1370000.0,gaziantep,13,1,0,1.0,33.333333333333336,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
100,110.0,3.0,4.0,0,13.0,1669000.0,gaziantep,13,1,2,1.0,33.333333333333336,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
155,190.0,4.5,5.0,0,0.0,2990000.0,gaziantep,7,0,0,2.0,34.44444444444444,0.4444444444444444,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
185,210.0,5.0,1.0,0,4.0,2650000.0,gaziantep,3,0,0,2.0,37.0,0.4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
115,130.0,3.0,0.0,0,4.0,1600000.0,gaziantep,4,0,0,2.0,38.333333333333336,0.6666666666666666,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
115,130.0,3.5,1.0,0,0.0,1650000.0,gaziantep,4,0,0,1.0,32.857142857142854,0.2857142857142857,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
100,120.0,3.0,3.0,0,0.0,1930000.0,gaziantep,6,1,2,2.0,33.333333333333336,0.6666666666666666,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
300,400.0,4.0,,0,7.5,2500000.0,gaziantep,3,0,0,2.0,75.0,0.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
95,105.0,3.0,1.0,1,2.0,1785000.0,gaziantep,6,1,1,1.0,31.666666666666668,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
130,150.0,3.5,5.0,0,0.0,2400000.0,gaziantep,7,0,0,2.0,37.142857142857146,0.5714285714285714,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
120,135.0,4.0,3.0,1,18.0,1500000.0,gaziantep,4,1,1,1.0,30.0,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
120,140.0,4.0,11.0,0,7.5,1925000.0,gaziantep,11,0,0,1.0,30.0,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
220,250.0,5.0,3.0,0,7.5,4300000.0,gaziantep,15,1,1,2.0,44.0,0.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
150,175.0,4.0,,0,7.5,2000000.0,gaziantep,2,0,0,1.0,37.5,0.25,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
88,98.0,3.0,1.0,1,3.0,1575000.0,gaziantep,3,0,2,2.0,29.333333333333332,0.6666666666666666,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
135,140.0,3.0,0.0,1,7.5,1125000.0,gaziantep,4,0,2,1.0,45.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
65,66.0,2.0,,0,13.0,860000.0,gaziantep,2,0,0,2.0,32.5,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
105,115.0,3.0,2.0,1,0.0,1945000.0,gaziantep,7,0,2,2.0,35.0,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
90,100.0,3.0,2.0,1,4.0,1630000.0,gaziantep,2,0,1,2.0,30.0,0.6666666666666666,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
170,200.0,4.0,1.0,1,0.0,5750000.0,gaziantep,5,1,2,2.0,42.5,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
105,130.0,3.0,4.0,1,0.0,2300000.0,gaziantep,7,0,1,2.0,35.0,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
120,135.0,4.0,,0,13.0,3800000.0,gaziantep,4,1,0,4.0,30.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
182,205.0,4.5,2.0,1,0.0,3500000.0,gaziantep,8,0,1,2.0,40.44444444444444,0.4444444444444444,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
95,110.0,3.0,1.0,1,0.0,1650000.0,gaziantep,7,1,2,1.0,31.666666666666668,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
85,100.0,3.0,5.0,1,7.5,1500000.0,gaziantep,6,1,2,1.0,28.333333333333332,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
235,250.0,5.0,5.0,1,7.5,5850000.0,gaziantep,5,1,2,2.0,47.0,0.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
95,110.0,3.0,1.0,1,0.0,1550000.0,gaziantep,5,1,2,1.0,31.666666666666668,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
180,240.0,5.0,6.0,1,13.0,1850000.0,gaziantep,11,1,2,2.0,36.0,0.4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
100,115.0,3.0,0.0,1,0.0,1745000.0,gaziantep,7,1,1,1.0,33.333333333333336,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
165,185.0,4.5,4.0,1,0.0,3300000.0,gaziantep,7,0,2,2.0,36.666666666666664,0.4444444444444444,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
170,190.0,4.5,4.0,0,7.5,2995000.0,gaziantep,7,0,0,1.0,37.77777777777778,0.2222222222222222,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
125,130.0,3.0,0.0,0,4.0,1075000.0,gaziantep,5,0,0,1.0,41.666666666666664,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
500,836.1000000000022,5.0,,1,0.0,5000000.0,gaziantep,2,1,2,2.0,400.0,0.4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
45,50.0,2.0,2.0,2,7.5,695000.0,gaziantep,5,0,2,1.0,22.5,0.5,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
165,185.0,4.0,2.0,1,7.5,2350000.0,gaziantep,5,0,2,1.0,41.25,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
150,175.0,4.0,5.0,0,13.0,2550000.0,gaziantep,5,0,0,1.0,37.5,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
150,175.0,4.0,1.0,0,7.5,2100000.0,gaziantep,11,0,0,1.0,37.5,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
90,100.0,3.0,4.0,1,3.0,1800000.0,gaziantep,5,1,0,1.0,30.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
90,110.0,3.0,3.0,0,4.0,2249000.0,gaziantep,4,1,0,1.0,30.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
175,195.0,4.0,5.0,1,7.5,3995000.0,gaziantep,5,1,2,2.0,43.75,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
110,120.0,3.0,2.0,0,3.0,1250000.0,gaziantep,5,0,0,2.0,36.666666666666664,0.6666666666666666,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
100,120.0,3.0,1.0,1,0.0,1620000.0,gaziantep,7,0,2,1.0,33.333333333333336,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
100,120.0,3.0,1.0,1,0.0,1510000.0,gaziantep,6,0,2,2.0,33.333333333333336,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
100,120.0,3.0,4.0,1,0.0,1465000.0,gaziantep,7,0,2,2.0,33.333333333333336,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
130,140.0,3.0,0.0,1,7.5,1125000.0,gaziantep,5,0,2,1.0,43.333333333333336,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
149,150.0,4.0,4.0,1,0.0,1275000.0,gaziantep,5,0,2,2.0,37.25,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,122.0,3.0,1.0,0,7.5,2050000.0,gaziantep,5,0,0,1.0,38.333333333333336,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
55,60.0,2.0,1.0,2,7.5,1350000.0,gaziantep,5,1,2,1.0,27.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
105,125.0,3.0,2.0,1,0.0,2650000.0,gaziantep,7,0,2,2.0,35.0,0.6666666666666666,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
165,175.0,4.0,1.0,1,13.0,2250000.0,gaziantep,5,0,2,2.0,41.25,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
150,170.0,4.0,2.0,1,7.5,2900000.0,gaziantep,4,0,2,1.0,37.5,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
150,175.0,4.0,9.0,1,7.5,2550000.0,gaziantep,9,0,2,2.0,37.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
110,130.0,3.0,3.0,1,0.0,1950000.0,gaziantep,5,0,1,2.0,36.666666666666664,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
120,135.0,4.0,,0,18.0,3350000.0,gaziantep,3,0,0,1.0,30.0,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
160,220.0,3.0,,0,7.5,3900000.0,gaziantep,2,0,0,1.0,53.333333333333336,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
100,120.0,2.0,,0,1.0,1200000.0,gaziantep,2,0,0,1.0,50.0,0.5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
85,100.0,3.0,,1,1.0,1250000.0,gaziantep,2,0,0,1.0,28.333333333333332,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
75,90.0,3.0,11.0,1,7.5,1225000.0,gaziantep,11,0,2,1.0,25.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
95,115.0,3.0,2.0,1,7.5,1330000.0,gaziantep,10,0,2,1.0,31.666666666666668,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
170,200.0,4.5,6.0,1,0.0,3749000.0,gaziantep,7,0,2,2.0,37.77777777777778,0.4444444444444444,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
115,130.0,3.0,5.0,1,3.0,2200000.0,gaziantep,7,0,2,1.0,38.333333333333336,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
140,160.0,3.5,2.0,1,1.0,2500000.0,gaziantep,7,0,2,1.0,40.0,0.2857142857142857,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
90,100.0,3.0,4.0,1,0.0,1085000.0,gaziantep,4,0,1,1.0,30.0,0.3333333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
150,170.0,4.0,4.0,0,13.0,1725000.0,gaziantep,5,0,0,1.0,37.5,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
110,130.0,3.0,0.0,1,0.0,1650000.0,gaziantep,7,1,2,1.0,36.666666666666664,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
185,200.0,4.0,2.0,0,1.0,4749000.0,gaziantep,5,1,2,2.0,46.25,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
85,100.0,3.0,7.0,2,7.5,1325000.0,gaziantep,7,1,2,1.0,28.333333333333332,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
80,95.0,2.0,1.0,1,13.0,850000.0,gaziantep,4,1,2,1.0,40.0,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,175.0,4.0,5.0,1,0.0,2690000.0,gaziantep,10,1,2,2.0,37.5,0.5,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
250,300.0,4.0,,0,0.0,4750000.0,gaziantep,2,0,0,2.0,62.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
90,110.0,3.0,0.0,1,7.5,1350000.0,gaziantep,9,1,2,1.0,30.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
115,150.0,3.5,2.0,1,0.0,3500000.0,gaziantep,4,1,1,1.0,32.857142857142854,0.2857142857142857,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
165,195.0,4.0,2.0,1,7.5,3335000.0,gaziantep,3,1,1,1.0,41.25,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
80,95.0,3.0,0.0,1,0.0,1675000.0,gaziantep,5,1,2,1.0,26.666666666666668,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
120,130.0,3.5,3.0,1,7.5,2650000.0,gaziantep,6,0,0,1.0,34.285714285714285,0.2857142857142857,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
160,180.0,4.0,2.0,1,18.0,12000000.0,gaziantep,3,1,2,1.0,40.0,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
105,115.0,3.0,4.0,1,0.0,2070000.0,gaziantep,7,1,0,2.0,35.0,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
170,175.0,4.5,2.0,1,1.0,2700000.0,gaziantep,7,0,2,2.0,37.77777777777778,0.4444444444444444,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
105,125.0,3.0,7.0,0,7.5,1610000.0,gaziantep,11,0,0,1.0,35.0,0.3333333333333333,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
100,110.0,3.0,0.0,1,7.5,870000.0,gaziantep,5,1,0,1.0,33.333333333333336,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135,165.0,4.0,9.0,0,3.0,2950000.0,gaziantep,11,0,0,2.0,33.75,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
125,130.0,3.0,5.0,1,13.0,1890000.0,gaziantep,5,1,0,1.0,41.666666666666664,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
135,165.0,4.0,4.0,0,4.0,2650000.0,gaziantep,5,0,0,1.0,33.75,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
170,180.0,4.0,3.0,1,7.5,2999000.0,gaziantep,5,0,2,2.0,42.5,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
200,836.1000000000022,4.0,,2,7.5,5500000.0,gaziantep,2,0,1,1.0,50.0,0.25,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
185,220.0,4.0,6.0,1,7.5,3100000.0,gaziantep,14,0,2,1.0,46.25,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
130,145.0,3.0,1.0,0,13.0,1450000.0,gaziantep,2,0,0,1.0,43.333333333333336,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
135,160.0,3.5,4.0,1,0.0,2550000.0,gaziantep,7,0,2,1.0,38.57142857142857,0.2857142857142857,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
145,160.0,4.0,6.0,0,0.0,3299900.0,gaziantep,7,0,0,2.0,36.25,0.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
120,140.0,3.0,2.0,0,18.0,2500000.0,gaziantep,2,0,0,2.0,40.0,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
100,120.0,3.0,6.0,1,0.0,1945000.0,gaziantep,7,0,1,2.0,33.333333333333336,0.6666666666666666,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
170,185.0,4.0,5.0,1,18.0,2375000.0,gaziantep,5,0,1,1.0,42.5,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
220,380.0,4.0,,1,0.0,9500000.0,gaziantep,2,0,1,4.0,55.0,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
120,125.0,4.0,0.0,1,7.5,1100000.0,gaziantep,5,0,2,1.0,30.0,0.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,140.0,3.0,,2,7.5,3000000.0,gaziantep,3,0,1,1.0,40.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
90,100.0,3.0,7.0,0,7.5,1430000.0,gaziantep,7,0,0,1.0,30.0,0.3333333333333333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
